path,class,filename
Dataset/brain_tumor_dataset/healthy/1973.jpg,healthy,1973.jpg
Dataset/brain_tumor_dataset/pituitary/0642.jpg,pituitary,0642.jpg
Dataset/brain_tumor_dataset/pituitary/0823.jpg,pituitary,0823.jpg
Dataset/brain_tumor_dataset/healthy/0754.jpg,healthy,0754.jpg
Dataset/brain_tumor_dataset/pituitary/0467.jpg,pituitary,0467.jpg
Dataset/brain_tumor_dataset/pituitary/0380.jpg,pituitary,0380.jpg
Dataset/brain_tumor_dataset/healthy/1861.jpg,healthy,1861.jpg
Dataset/brain_tumor_dataset/healthy/1527.jpg,healthy,1527.jpg
Dataset/brain_tumor_dataset/healthy/0690.jpg,healthy,0690.jpg
Dataset/brain_tumor_dataset/meningioma/1327.jpg,meningioma,1327.jpg
Dataset/brain_tumor_dataset/healthy/1162.jpg,healthy,1162.jpg
Dataset/brain_tumor_dataset/glioma/1206.jpg,glioma,1206.jpg
Dataset/brain_tumor_dataset/glioma/0754.jpg,glioma,0754.jpg
Dataset/brain_tumor_dataset/glioma/0326.jpg,glioma,0326.jpg
Dataset/brain_tumor_dataset/meningioma/0116.jpg,meningioma,0116.jpg
Dataset/brain_tumor_dataset/pituitary/1345.jpg,pituitary,1345.jpg
Dataset/brain_tumor_dataset/meningioma/1293.jpg,meningioma,1293.jpg
Dataset/brain_tumor_dataset/healthy/1043.jpg,healthy,1043.jpg
Dataset/brain_tumor_dataset/meningioma/0855.jpg,meningioma,0855.jpg
Dataset/brain_tumor_dataset/glioma/0776.jpg,glioma,0776.jpg
Dataset/brain_tumor_dataset/meningioma/0637.jpg,meningioma,0637.jpg
Dataset/brain_tumor_dataset/pituitary/1541.jpg,pituitary,1541.jpg
Dataset/brain_tumor_dataset/meningioma/1318.jpg,meningioma,1318.jpg
Dataset/brain_tumor_dataset/pituitary/0822.jpg,pituitary,0822.jpg
Dataset/brain_tumor_dataset/glioma/1095.jpg,glioma,1095.jpg
Dataset/brain_tumor_dataset/pituitary/1268.jpg,pituitary,1268.jpg
Dataset/brain_tumor_dataset/meningioma/0153.jpg,meningioma,0153.jpg
Dataset/brain_tumor_dataset/meningioma/0500.jpg,meningioma,0500.jpg
Dataset/brain_tumor_dataset/healthy/1445.jpg,healthy,1445.jpg
Dataset/brain_tumor_dataset/meningioma/0569.jpg,meningioma,0569.jpg
Dataset/brain_tumor_dataset/glioma/0830.jpg,glioma,0830.jpg
Dataset/brain_tumor_dataset/healthy/1248.jpg,healthy,1248.jpg
Dataset/brain_tumor_dataset/pituitary/1460.jpg,pituitary,1460.jpg
Dataset/brain_tumor_dataset/glioma/1102.jpg,glioma,1102.jpg
Dataset/brain_tumor_dataset/meningioma/0375.jpg,meningioma,0375.jpg
Dataset/brain_tumor_dataset/meningioma/1158.jpg,meningioma,1158.jpg
Dataset/brain_tumor_dataset/meningioma/0752.jpg,meningioma,0752.jpg
Dataset/brain_tumor_dataset/pituitary/0635.jpg,pituitary,0635.jpg
Dataset/brain_tumor_dataset/pituitary/1670.jpg,pituitary,1670.jpg
Dataset/brain_tumor_dataset/healthy/1317.jpg,healthy,1317.jpg
Dataset/brain_tumor_dataset/glioma/1476.jpg,glioma,1476.jpg
Dataset/brain_tumor_dataset/meningioma/0805.jpg,meningioma,0805.jpg
Dataset/brain_tumor_dataset/glioma/1394.jpg,glioma,1394.jpg
Dataset/brain_tumor_dataset/pituitary/1724.jpg,pituitary,1724.jpg
Dataset/brain_tumor_dataset/pituitary/1113.jpg,pituitary,1113.jpg
Dataset/brain_tumor_dataset/glioma/0280.jpg,glioma,0280.jpg
Dataset/brain_tumor_dataset/healthy/1048.jpg,healthy,1048.jpg
Dataset/brain_tumor_dataset/healthy/0104.jpg,healthy,0104.jpg
Dataset/brain_tumor_dataset/meningioma/0295.jpg,meningioma,0295.jpg
Dataset/brain_tumor_dataset/glioma/1496.jpg,glioma,1496.jpg
Dataset/brain_tumor_dataset/pituitary/0783.jpg,pituitary,0783.jpg
Dataset/brain_tumor_dataset/meningioma/0551.jpg,meningioma,0551.jpg
Dataset/brain_tumor_dataset/pituitary/1199.jpg,pituitary,1199.jpg
Dataset/brain_tumor_dataset/meningioma/0584.jpg,meningioma,0584.jpg
Dataset/brain_tumor_dataset/healthy/0631.jpg,healthy,0631.jpg
Dataset/brain_tumor_dataset/glioma/1296.jpg,glioma,1296.jpg
Dataset/brain_tumor_dataset/healthy/0078.jpg,healthy,0078.jpg
Dataset/brain_tumor_dataset/glioma/1589.jpg,glioma,1589.jpg
Dataset/brain_tumor_dataset/meningioma/0622.jpg,meningioma,0622.jpg
Dataset/brain_tumor_dataset/meningioma/0636.jpg,meningioma,0636.jpg
Dataset/brain_tumor_dataset/healthy/1173.jpg,healthy,1173.jpg
Dataset/brain_tumor_dataset/pituitary/0648.jpg,pituitary,0648.jpg
Dataset/brain_tumor_dataset/pituitary/1189.jpg,pituitary,1189.jpg
Dataset/brain_tumor_dataset/healthy/1790.jpg,healthy,1790.jpg
Dataset/brain_tumor_dataset/pituitary/0546.jpg,pituitary,0546.jpg
Dataset/brain_tumor_dataset/healthy/1504.jpg,healthy,1504.jpg
Dataset/brain_tumor_dataset/meningioma/1602.jpg,meningioma,1602.jpg
Dataset/brain_tumor_dataset/healthy/1408.jpg,healthy,1408.jpg
Dataset/brain_tumor_dataset/healthy/0516.jpg,healthy,0516.jpg
Dataset/brain_tumor_dataset/meningioma/0312.jpg,meningioma,0312.jpg
Dataset/brain_tumor_dataset/pituitary/0857.jpg,pituitary,0857.jpg
Dataset/brain_tumor_dataset/glioma/1552.jpg,glioma,1552.jpg
Dataset/brain_tumor_dataset/meningioma/0216.jpg,meningioma,0216.jpg
Dataset/brain_tumor_dataset/meningioma/1445.jpg,meningioma,1445.jpg
Dataset/brain_tumor_dataset/glioma/0006.jpg,glioma,0006.jpg
Dataset/brain_tumor_dataset/meningioma/0748.jpg,meningioma,0748.jpg
Dataset/brain_tumor_dataset/pituitary/0680.jpg,pituitary,0680.jpg
Dataset/brain_tumor_dataset/pituitary/1116.jpg,pituitary,1116.jpg
Dataset/brain_tumor_dataset/pituitary/1359.jpg,pituitary,1359.jpg
Dataset/brain_tumor_dataset/glioma/0838.jpg,glioma,0838.jpg
Dataset/brain_tumor_dataset/glioma/0490.jpg,glioma,0490.jpg
Dataset/brain_tumor_dataset/healthy/1241.jpg,healthy,1241.jpg
Dataset/brain_tumor_dataset/glioma/0408.jpg,glioma,0408.jpg
Dataset/brain_tumor_dataset/pituitary/0726.jpg,pituitary,0726.jpg
Dataset/brain_tumor_dataset/pituitary/0889.jpg,pituitary,0889.jpg
Dataset/brain_tumor_dataset/glioma/0923.jpg,glioma,0923.jpg
Dataset/brain_tumor_dataset/meningioma/1342.jpg,meningioma,1342.jpg
Dataset/brain_tumor_dataset/healthy/1646.jpg,healthy,1646.jpg
Dataset/brain_tumor_dataset/glioma/1202.jpg,glioma,1202.jpg
Dataset/brain_tumor_dataset/glioma/1186.jpg,glioma,1186.jpg
Dataset/brain_tumor_dataset/meningioma/1415.jpg,meningioma,1415.jpg
Dataset/brain_tumor_dataset/healthy/0570.jpg,healthy,0570.jpg
Dataset/brain_tumor_dataset/healthy/0296.jpg,healthy,0296.jpg
Dataset/brain_tumor_dataset/healthy/0413.jpg,healthy,0413.jpg
Dataset/brain_tumor_dataset/meningioma/0497.jpg,meningioma,0497.jpg
Dataset/brain_tumor_dataset/glioma/1322.jpg,glioma,1322.jpg
Dataset/brain_tumor_dataset/healthy/0155.jpg,healthy,0155.jpg
Dataset/brain_tumor_dataset/healthy/1363.jpg,healthy,1363.jpg
Dataset/brain_tumor_dataset/healthy/1147.jpg,healthy,1147.jpg
Dataset/brain_tumor_dataset/healthy/1283.jpg,healthy,1283.jpg
Dataset/brain_tumor_dataset/healthy/1498.jpg,healthy,1498.jpg
Dataset/brain_tumor_dataset/glioma/1025.jpg,glioma,1025.jpg
Dataset/brain_tumor_dataset/pituitary/0974.jpg,pituitary,0974.jpg
Dataset/brain_tumor_dataset/pituitary/1476.jpg,pituitary,1476.jpg
Dataset/brain_tumor_dataset/glioma/0074.jpg,glioma,0074.jpg
Dataset/brain_tumor_dataset/healthy/0422.jpg,healthy,0422.jpg
Dataset/brain_tumor_dataset/pituitary/0428.jpg,pituitary,0428.jpg
Dataset/brain_tumor_dataset/pituitary/1069.jpg,pituitary,1069.jpg
Dataset/brain_tumor_dataset/pituitary/1703.jpg,pituitary,1703.jpg
Dataset/brain_tumor_dataset/glioma/1067.jpg,glioma,1067.jpg
Dataset/brain_tumor_dataset/healthy/1773.jpg,healthy,1773.jpg
Dataset/brain_tumor_dataset/pituitary/1478.jpg,pituitary,1478.jpg
Dataset/brain_tumor_dataset/glioma/0918.jpg,glioma,0918.jpg
Dataset/brain_tumor_dataset/meningioma/0516.jpg,meningioma,0516.jpg
Dataset/brain_tumor_dataset/meningioma/0224.jpg,meningioma,0224.jpg
Dataset/brain_tumor_dataset/glioma/0433.jpg,glioma,0433.jpg
Dataset/brain_tumor_dataset/glioma/1414.jpg,glioma,1414.jpg
Dataset/brain_tumor_dataset/pituitary/0751.jpg,pituitary,0751.jpg
Dataset/brain_tumor_dataset/meningioma/1268.jpg,meningioma,1268.jpg
Dataset/brain_tumor_dataset/meningioma/0858.jpg,meningioma,0858.jpg
Dataset/brain_tumor_dataset/glioma/1048.jpg,glioma,1048.jpg
Dataset/brain_tumor_dataset/pituitary/1526.jpg,pituitary,1526.jpg
Dataset/brain_tumor_dataset/glioma/1066.jpg,glioma,1066.jpg
Dataset/brain_tumor_dataset/glioma/0374.jpg,glioma,0374.jpg
Dataset/brain_tumor_dataset/glioma/0934.jpg,glioma,0934.jpg
Dataset/brain_tumor_dataset/meningioma/0267.jpg,meningioma,0267.jpg
Dataset/brain_tumor_dataset/healthy/1034.jpg,healthy,1034.jpg
Dataset/brain_tumor_dataset/meningioma/1622.jpg,meningioma,1622.jpg
Dataset/brain_tumor_dataset/pituitary/1397.jpg,pituitary,1397.jpg
Dataset/brain_tumor_dataset/meningioma/1163.jpg,meningioma,1163.jpg
Dataset/brain_tumor_dataset/healthy/0532.jpg,healthy,0532.jpg
Dataset/brain_tumor_dataset/healthy/1387.jpg,healthy,1387.jpg
Dataset/brain_tumor_dataset/meningioma/0958.jpg,meningioma,0958.jpg
Dataset/brain_tumor_dataset/meningioma/1403.jpg,meningioma,1403.jpg
Dataset/brain_tumor_dataset/glioma/0153.jpg,glioma,0153.jpg
Dataset/brain_tumor_dataset/healthy/0457.jpg,healthy,0457.jpg
Dataset/brain_tumor_dataset/glioma/1467.jpg,glioma,1467.jpg
Dataset/brain_tumor_dataset/pituitary/0090.jpg,pituitary,0090.jpg
Dataset/brain_tumor_dataset/meningioma/0309.jpg,meningioma,0309.jpg
Dataset/brain_tumor_dataset/meningioma/0416.jpg,meningioma,0416.jpg
Dataset/brain_tumor_dataset/glioma/0900.jpg,glioma,0900.jpg
Dataset/brain_tumor_dataset/meningioma/0177.jpg,meningioma,0177.jpg
Dataset/brain_tumor_dataset/pituitary/0135.jpg,pituitary,0135.jpg
Dataset/brain_tumor_dataset/glioma/0899.jpg,glioma,0899.jpg
Dataset/brain_tumor_dataset/meningioma/0918.jpg,meningioma,0918.jpg
Dataset/brain_tumor_dataset/glioma/1351.jpg,glioma,1351.jpg
Dataset/brain_tumor_dataset/glioma/0464.jpg,glioma,0464.jpg
Dataset/brain_tumor_dataset/glioma/0008.jpg,glioma,0008.jpg
Dataset/brain_tumor_dataset/healthy/0311.jpg,healthy,0311.jpg
Dataset/brain_tumor_dataset/healthy/1574.jpg,healthy,1574.jpg
Dataset/brain_tumor_dataset/pituitary/0464.jpg,pituitary,0464.jpg
Dataset/brain_tumor_dataset/healthy/0302.jpg,healthy,0302.jpg
Dataset/brain_tumor_dataset/glioma/1326.jpg,glioma,1326.jpg
Dataset/brain_tumor_dataset/pituitary/0488.jpg,pituitary,0488.jpg
Dataset/brain_tumor_dataset/glioma/0194.jpg,glioma,0194.jpg
Dataset/brain_tumor_dataset/pituitary/1200.jpg,pituitary,1200.jpg
Dataset/brain_tumor_dataset/pituitary/1482.jpg,pituitary,1482.jpg
Dataset/brain_tumor_dataset/meningioma/0533.jpg,meningioma,0533.jpg
Dataset/brain_tumor_dataset/healthy/1064.jpg,healthy,1064.jpg
Dataset/brain_tumor_dataset/healthy/1216.jpg,healthy,1216.jpg
Dataset/brain_tumor_dataset/healthy/0421.jpg,healthy,0421.jpg
Dataset/brain_tumor_dataset/healthy/0024.jpg,healthy,0024.jpg
Dataset/brain_tumor_dataset/healthy/1650.jpg,healthy,1650.jpg
Dataset/brain_tumor_dataset/healthy/1326.jpg,healthy,1326.jpg
Dataset/brain_tumor_dataset/glioma/0647.jpg,glioma,0647.jpg
Dataset/brain_tumor_dataset/healthy/0661.jpg,healthy,0661.jpg
Dataset/brain_tumor_dataset/meningioma/0840.jpg,meningioma,0840.jpg
Dataset/brain_tumor_dataset/pituitary/1411.jpg,pituitary,1411.jpg
Dataset/brain_tumor_dataset/healthy/1497.jpg,healthy,1497.jpg
Dataset/brain_tumor_dataset/healthy/0959.jpg,healthy,0959.jpg
Dataset/brain_tumor_dataset/pituitary/0332.jpg,pituitary,0332.jpg
Dataset/brain_tumor_dataset/meningioma/0899.jpg,meningioma,0899.jpg
Dataset/brain_tumor_dataset/pituitary/0403.jpg,pituitary,0403.jpg
Dataset/brain_tumor_dataset/meningioma/1099.jpg,meningioma,1099.jpg
Dataset/brain_tumor_dataset/healthy/1922.jpg,healthy,1922.jpg
Dataset/brain_tumor_dataset/glioma/0545.jpg,glioma,0545.jpg
Dataset/brain_tumor_dataset/healthy/0643.jpg,healthy,0643.jpg
Dataset/brain_tumor_dataset/meningioma/1573.jpg,meningioma,1573.jpg
Dataset/brain_tumor_dataset/glioma/0245.jpg,glioma,0245.jpg
Dataset/brain_tumor_dataset/meningioma/1216.jpg,meningioma,1216.jpg
Dataset/brain_tumor_dataset/pituitary/1370.jpg,pituitary,1370.jpg
Dataset/brain_tumor_dataset/pituitary/0777.jpg,pituitary,0777.jpg
Dataset/brain_tumor_dataset/glioma/1287.jpg,glioma,1287.jpg
Dataset/brain_tumor_dataset/healthy/1400.jpg,healthy,1400.jpg
Dataset/brain_tumor_dataset/healthy/1954.jpg,healthy,1954.jpg
Dataset/brain_tumor_dataset/meningioma/0925.jpg,meningioma,0925.jpg
Dataset/brain_tumor_dataset/healthy/0145.jpg,healthy,0145.jpg
Dataset/brain_tumor_dataset/meningioma/0505.jpg,meningioma,0505.jpg
Dataset/brain_tumor_dataset/healthy/1639.jpg,healthy,1639.jpg
Dataset/brain_tumor_dataset/glioma/0863.jpg,glioma,0863.jpg
Dataset/brain_tumor_dataset/healthy/0226.jpg,healthy,0226.jpg
Dataset/brain_tumor_dataset/pituitary/0388.jpg,pituitary,0388.jpg
Dataset/brain_tumor_dataset/glioma/0521.jpg,glioma,0521.jpg
Dataset/brain_tumor_dataset/meningioma/1433.jpg,meningioma,1433.jpg
Dataset/brain_tumor_dataset/healthy/0762.jpg,healthy,0762.jpg
Dataset/brain_tumor_dataset/pituitary/1324.jpg,pituitary,1324.jpg
Dataset/brain_tumor_dataset/glioma/1113.jpg,glioma,1113.jpg
Dataset/brain_tumor_dataset/meningioma/1484.jpg,meningioma,1484.jpg
Dataset/brain_tumor_dataset/pituitary/1539.jpg,pituitary,1539.jpg
Dataset/brain_tumor_dataset/glioma/1500.jpg,glioma,1500.jpg
Dataset/brain_tumor_dataset/glioma/1187.jpg,glioma,1187.jpg
Dataset/brain_tumor_dataset/glioma/0684.jpg,glioma,0684.jpg
Dataset/brain_tumor_dataset/meningioma/0270.jpg,meningioma,0270.jpg
Dataset/brain_tumor_dataset/meningioma/1398.jpg,meningioma,1398.jpg
Dataset/brain_tumor_dataset/healthy/0126.jpg,healthy,0126.jpg
Dataset/brain_tumor_dataset/meningioma/0380.jpg,meningioma,0380.jpg
Dataset/brain_tumor_dataset/glioma/0331.jpg,glioma,0331.jpg
Dataset/brain_tumor_dataset/meningioma/0418.jpg,meningioma,0418.jpg
Dataset/brain_tumor_dataset/healthy/0548.jpg,healthy,0548.jpg
Dataset/brain_tumor_dataset/pituitary/0735.jpg,pituitary,0735.jpg
Dataset/brain_tumor_dataset/glioma/0079.jpg,glioma,0079.jpg
Dataset/brain_tumor_dataset/glioma/1470.jpg,glioma,1470.jpg
Dataset/brain_tumor_dataset/glioma/0887.jpg,glioma,0887.jpg
Dataset/brain_tumor_dataset/pituitary/0879.jpg,pituitary,0879.jpg
Dataset/brain_tumor_dataset/healthy/0088.jpg,healthy,0088.jpg
Dataset/brain_tumor_dataset/pituitary/0587.jpg,pituitary,0587.jpg
Dataset/brain_tumor_dataset/healthy/0508.jpg,healthy,0508.jpg
Dataset/brain_tumor_dataset/glioma/1395.jpg,glioma,1395.jpg
Dataset/brain_tumor_dataset/glioma/1233.jpg,glioma,1233.jpg
Dataset/brain_tumor_dataset/pituitary/0970.jpg,pituitary,0970.jpg
Dataset/brain_tumor_dataset/glioma/0893.jpg,glioma,0893.jpg
Dataset/brain_tumor_dataset/healthy/0964.jpg,healthy,0964.jpg
Dataset/brain_tumor_dataset/glioma/0506.jpg,glioma,0506.jpg
Dataset/brain_tumor_dataset/healthy/0062.jpg,healthy,0062.jpg
Dataset/brain_tumor_dataset/pituitary/0129.jpg,pituitary,0129.jpg
Dataset/brain_tumor_dataset/glioma/1292.jpg,glioma,1292.jpg
Dataset/brain_tumor_dataset/glioma/0568.jpg,glioma,0568.jpg
Dataset/brain_tumor_dataset/pituitary/1500.jpg,pituitary,1500.jpg
Dataset/brain_tumor_dataset/glioma/0027.jpg,glioma,0027.jpg
Dataset/brain_tumor_dataset/glioma/0720.jpg,glioma,0720.jpg
Dataset/brain_tumor_dataset/pituitary/1443.jpg,pituitary,1443.jpg
Dataset/brain_tumor_dataset/meningioma/1183.jpg,meningioma,1183.jpg
Dataset/brain_tumor_dataset/healthy/0450.jpg,healthy,0450.jpg
Dataset/brain_tumor_dataset/pituitary/0308.jpg,pituitary,0308.jpg
Dataset/brain_tumor_dataset/meningioma/0471.jpg,meningioma,0471.jpg
Dataset/brain_tumor_dataset/glioma/0115.jpg,glioma,0115.jpg
Dataset/brain_tumor_dataset/healthy/1627.jpg,healthy,1627.jpg
Dataset/brain_tumor_dataset/pituitary/0775.jpg,pituitary,0775.jpg
Dataset/brain_tumor_dataset/glioma/1022.jpg,glioma,1022.jpg
Dataset/brain_tumor_dataset/glioma/1319.jpg,glioma,1319.jpg
Dataset/brain_tumor_dataset/healthy/1324.jpg,healthy,1324.jpg
Dataset/brain_tumor_dataset/meningioma/1405.jpg,meningioma,1405.jpg
Dataset/brain_tumor_dataset/glioma/0353.jpg,glioma,0353.jpg
Dataset/brain_tumor_dataset/pituitary/0094.jpg,pituitary,0094.jpg
Dataset/brain_tumor_dataset/meningioma/0799.jpg,meningioma,0799.jpg
Dataset/brain_tumor_dataset/glioma/1289.jpg,glioma,1289.jpg
Dataset/brain_tumor_dataset/pituitary/1044.jpg,pituitary,1044.jpg
Dataset/brain_tumor_dataset/healthy/0118.jpg,healthy,0118.jpg
Dataset/brain_tumor_dataset/pituitary/1065.jpg,pituitary,1065.jpg
Dataset/brain_tumor_dataset/healthy/1108.jpg,healthy,1108.jpg
Dataset/brain_tumor_dataset/pituitary/0360.jpg,pituitary,0360.jpg
Dataset/brain_tumor_dataset/meningioma/0126.jpg,meningioma,0126.jpg
Dataset/brain_tumor_dataset/healthy/0179.jpg,healthy,0179.jpg
Dataset/brain_tumor_dataset/glioma/0044.jpg,glioma,0044.jpg
Dataset/brain_tumor_dataset/healthy/0974.jpg,healthy,0974.jpg
Dataset/brain_tumor_dataset/meningioma/0659.jpg,meningioma,0659.jpg
Dataset/brain_tumor_dataset/healthy/1661.jpg,healthy,1661.jpg
Dataset/brain_tumor_dataset/pituitary/1728.jpg,pituitary,1728.jpg
Dataset/brain_tumor_dataset/meningioma/1189.jpg,meningioma,1189.jpg
Dataset/brain_tumor_dataset/healthy/1270.jpg,healthy,1270.jpg
Dataset/brain_tumor_dataset/healthy/0150.jpg,healthy,0150.jpg
Dataset/brain_tumor_dataset/healthy/1441.jpg,healthy,1441.jpg
Dataset/brain_tumor_dataset/healthy/1887.jpg,healthy,1887.jpg
Dataset/brain_tumor_dataset/glioma/0474.jpg,glioma,0474.jpg
Dataset/brain_tumor_dataset/glioma/1118.jpg,glioma,1118.jpg
Dataset/brain_tumor_dataset/healthy/0381.jpg,healthy,0381.jpg
Dataset/brain_tumor_dataset/meningioma/0560.jpg,meningioma,0560.jpg
Dataset/brain_tumor_dataset/meningioma/0789.jpg,meningioma,0789.jpg
Dataset/brain_tumor_dataset/meningioma/0348.jpg,meningioma,0348.jpg
Dataset/brain_tumor_dataset/healthy/0866.jpg,healthy,0866.jpg
Dataset/brain_tumor_dataset/meningioma/1343.jpg,meningioma,1343.jpg
Dataset/brain_tumor_dataset/healthy/0802.jpg,healthy,0802.jpg
Dataset/brain_tumor_dataset/healthy/1103.jpg,healthy,1103.jpg
Dataset/brain_tumor_dataset/healthy/0569.jpg,healthy,0569.jpg
Dataset/brain_tumor_dataset/pituitary/1740.jpg,pituitary,1740.jpg
Dataset/brain_tumor_dataset/pituitary/1742.jpg,pituitary,1742.jpg
Dataset/brain_tumor_dataset/pituitary/0757.jpg,pituitary,0757.jpg
Dataset/brain_tumor_dataset/meningioma/1018.jpg,meningioma,1018.jpg
Dataset/brain_tumor_dataset/healthy/0342.jpg,healthy,0342.jpg
Dataset/brain_tumor_dataset/healthy/0079.jpg,healthy,0079.jpg
Dataset/brain_tumor_dataset/healthy/0981.jpg,healthy,0981.jpg
Dataset/brain_tumor_dataset/healthy/0248.jpg,healthy,0248.jpg
Dataset/brain_tumor_dataset/glioma/0642.jpg,glioma,0642.jpg
Dataset/brain_tumor_dataset/healthy/0327.jpg,healthy,0327.jpg
Dataset/brain_tumor_dataset/pituitary/0960.jpg,pituitary,0960.jpg
Dataset/brain_tumor_dataset/glioma/0258.jpg,glioma,0258.jpg
Dataset/brain_tumor_dataset/glioma/0131.jpg,glioma,0131.jpg
Dataset/brain_tumor_dataset/pituitary/0980.jpg,pituitary,0980.jpg
Dataset/brain_tumor_dataset/healthy/0533.jpg,healthy,0533.jpg
Dataset/brain_tumor_dataset/glioma/0951.jpg,glioma,0951.jpg
Dataset/brain_tumor_dataset/healthy/1914.jpg,healthy,1914.jpg
Dataset/brain_tumor_dataset/healthy/1575.jpg,healthy,1575.jpg
Dataset/brain_tumor_dataset/healthy/0328.jpg,healthy,0328.jpg
Dataset/brain_tumor_dataset/pituitary/0948.jpg,pituitary,0948.jpg
Dataset/brain_tumor_dataset/pituitary/0609.jpg,pituitary,0609.jpg
Dataset/brain_tumor_dataset/healthy/0050.jpg,healthy,0050.jpg
Dataset/brain_tumor_dataset/glioma/1253.jpg,glioma,1253.jpg
Dataset/brain_tumor_dataset/glioma/1571.jpg,glioma,1571.jpg
Dataset/brain_tumor_dataset/meningioma/0344.jpg,meningioma,0344.jpg
Dataset/brain_tumor_dataset/healthy/0257.jpg,healthy,0257.jpg
Dataset/brain_tumor_dataset/glioma/0367.jpg,glioma,0367.jpg
Dataset/brain_tumor_dataset/meningioma/1078.jpg,meningioma,1078.jpg
Dataset/brain_tumor_dataset/healthy/0539.jpg,healthy,0539.jpg
Dataset/brain_tumor_dataset/healthy/0656.jpg,healthy,0656.jpg
Dataset/brain_tumor_dataset/healthy/0005.jpg,healthy,0005.jpg
Dataset/brain_tumor_dataset/healthy/1266.jpg,healthy,1266.jpg
Dataset/brain_tumor_dataset/pituitary/1038.jpg,pituitary,1038.jpg
Dataset/brain_tumor_dataset/pituitary/1306.jpg,pituitary,1306.jpg
Dataset/brain_tumor_dataset/healthy/1583.jpg,healthy,1583.jpg
Dataset/brain_tumor_dataset/pituitary/0130.jpg,pituitary,0130.jpg
Dataset/brain_tumor_dataset/meningioma/1212.jpg,meningioma,1212.jpg
Dataset/brain_tumor_dataset/meningioma/0470.jpg,meningioma,0470.jpg
Dataset/brain_tumor_dataset/glioma/0310.jpg,glioma,0310.jpg
Dataset/brain_tumor_dataset/healthy/0878.jpg,healthy,0878.jpg
Dataset/brain_tumor_dataset/pituitary/0866.jpg,pituitary,0866.jpg
Dataset/brain_tumor_dataset/healthy/0736.jpg,healthy,0736.jpg
Dataset/brain_tumor_dataset/healthy/1345.jpg,healthy,1345.jpg
Dataset/brain_tumor_dataset/healthy/1891.jpg,healthy,1891.jpg
Dataset/brain_tumor_dataset/pituitary/0119.jpg,pituitary,0119.jpg
Dataset/brain_tumor_dataset/glioma/0456.jpg,glioma,0456.jpg
Dataset/brain_tumor_dataset/healthy/1936.jpg,healthy,1936.jpg
Dataset/brain_tumor_dataset/pituitary/1010.jpg,pituitary,1010.jpg
Dataset/brain_tumor_dataset/glioma/1345.jpg,glioma,1345.jpg
Dataset/brain_tumor_dataset/healthy/0197.jpg,healthy,0197.jpg
Dataset/brain_tumor_dataset/healthy/0557.jpg,healthy,0557.jpg
Dataset/brain_tumor_dataset/pituitary/0184.jpg,pituitary,0184.jpg
